1.8576e+05,1,15,15,2,2,2,2,2,3,15,15,2,19,19,2,2,15,3,2,2
1.7478e+05,0,15,3,15,15,3,9,12,64,6,12,15,18,2,2,15,18,12,2,2
1.4535e+05,0,12,12,9,3,12,9,3,82,3,6,2,3,3,3,6,25,12,82,12
56708,0,2,15,9,12,15,18,18,12,17,9,17,12,9,3,14,2,1,12,3
67202,1,15,3,9,12,3,18,12,15,1,12,12,15,18,13,9,18,15,12,15
1.4406e+05,1,12,14,15,2,14,2,3,15,15,2,13,12,13,18,14,1,1,3,26
61178,1,12,1,13,9,2,2,2,9,9,2,2,2,18,2,2,2,9,12,12
1.9201e+05,1,17,2,2,21,18,12,17,2,12,17,8,3,17,15,12,17,21,3,8
1.0198e+05,0,18,18,18,18,15,15,3,2,15,3,3,15,3,15,15,3,15,2,14
1457,0,8,9,8,15,8,1,12,9,20,24,12,9,9,3,15,2,2,2,2
46067,0,3,15,14,2,13,1,12,3,28,26,18,18,12,1,9,8,8,15,9
75404,0,2,2,3,3,15,18,12,15,9,12,14,2,12,2,9,3,26,23,1
1.0881e+05,0,3,14,15,2,9,12,3,118,64,6,9,12,18,65,2,12,9,12,3
1.2506e+05,0,12,1,20,9,24,8,9,2,14,15,13,8,9,12,20,9,1,24,20
1.4055e+05,0,15,15,2,15,2,2,2,2,2,2,2,2,15,2,2,2,2,2,12
2821,1,18,18,12,64,6,18,21,18,3,15,17,11,3,14,2,14,9,8,15
41065,0,64,12,6,18,9,12,3,9,12,18,3,9,12,2,9,18,15,3,18
35282,0,6,9,13,12,9,9,6,2,12,3,3,15,3,15,2,32,18,3,14
1.3004e+05,0,2,15,3,2,14,18,13,1,12,3,28,23,5,18,15,3,18,32,18
1.2476e+05,0,3,12,1,9,24,20,8,9,9,9,3,9,3,2,64,6,21,2,21
7147,0,12,3,14,12,3,3,14,15,2,13,1,12,3,28,26,18,9,15,2
54379,0,8,15,9,8,8,1,9,9,64,18,12,64,6,12,9,45,3,15,15
1.9345e+05,0,2,12,64,18,6,9,12,9,3,18,18,14,15,2,18,13,18,18,2
53313,0,15,12,18,9,9,9,12,15,18,36,12,3,9,9,12,3,12,9,9
8569,0,14,15,2,1,12,27,26,18,9,15,11,3,14,2,18,32,64,6,15
1.1267e+05,0,64,2,64,2,12,3,12,64,3,15,14,2,12,3,12,18,15,9,3
1.7854e+05,0,19,18,12,9,3,9,12,9,3,12,12,3,9,9,3,12,3,64,6
86076,0,15,2,12,9,1,13,15,15,3,2,14,64,6,12,9,12,3,6,3
167,0,18,15,12,9,15,8,8,8,1,15,9,8,8,8,1,9,8,15,8
29573,0,88,12,17,21,8,1,9,8,15,8,8,8,15,9,8,1,12,17,17
1.3439e+05,0,2,2,2,2,2,2,2,2,2,15,21,9,8,8,15,1,8,15,1
1.6683e+05,0,8,8,15,9,1,8,8,15,9,8,8,1,8,15,9,8,8,15,1
151,0,9,2,2,2,2,2,12,9,3,15,18,15,12,15,3,14,18,18,13
19487,0,12,64,15,15,3,12,9,3,2,2,2,2,2,2,12,9,2,2,2
1.7562e+05,0,3,14,15,2,13,1,12,28,18,9,15,11,3,2,12,18,9,64,12
1.9967e+05,0,15,8,20,9,12,1,24,9,20,9,24,9,8,1,12,24,20,24,20
1.9169e+05,0,3,14,15,2,13,18,9,12,3,12,8,9,8,15,1,8,57,15,8
1.9023e+05,1,64,18,15,12,15,118,118,2,19,19,21,15,14,15,14,2,64,6,35
75520,1,3,28,26,23,18,15,9,11,3,14,9,18,21,14,15,2,13,14,12
1.6607e+05,0,8,15,8,9,1,8,33,8,15,21,9,3,15,2,64,6,18,12,15
1.8141e+05,1,14,15,2,3,14,15,2,13,1,12,3,26,23,18,9,15,11,3,2
17139,0,21,2,21,2,64,12,21,6,18,15,12,3,15,9,12,64,12,29,9
69315,0,3,9,12,9,9,3,3,9,2,9,12,3,2,2,2,2,3,15,14
10422,0,6,3,3,9,3,25,25,6,3,3,3,2,9,25,25,6,18,64,12
1.1582e+05,0,3,12,9,9,12,2,8,15,8,9,8,8,1,9,8,8,15,2,2
37481,0,15,3,12,9,12,15,3,15,15,3,18,12,15,18,12,15,9,18,15
1.9185e+05,0,9,9,15,15,9,15,15,15,18,12,15,18,12,15,18,15,12,3,15
98521,1,15,12,9,15,8,8,9,1,8,3,2,18,13,18,15,11,3,14,8
1.8401e+05,0,12,3,9,12,18,15,12,21,12,3,14,9,2,8,12,2,2,2,2
53998,0,2,21,3,14,2,2,2,21,2,24,20,2,2,2,2,20,24,2,2
83676,1,3,12,9,9,18,12,9,12,6,3,64,18,12,12,9,3,9,18,12
1.6879e+05,0,15,14,1,12,3,23,18,11,3,2,14,3,15,14,2,18,1,12,3
1.347e+05,0,14,21,24,20,1,9,12,9,8,18,15,12,9,3,3,3,3,15,3
1.038e+05,0,2,9,21,2,21,2,21,3,15,14,13,2,12,2,18,18,18,18,2
1.7544e+05,0,15,3,14,2,13,12,27,3,26,23,18,15,2,3,14,18,18,12,15
36112,0,9,2,9,9,12,1,9,15,18,12,18,12,15,3,3,3,3,3,21
1.2558e+05,0,2,2,2,18,18,18,18,18,3,18,15,18,12,18,15,12,9,64,6
14536,0,12,15,3,2,14,9,15,9,17,15,3,3,14,2,14,15,2,18,26
1.0045e+05,0,9,9,3,3,12,9,9,21,14,12,12,3,12,9,9,3,12,9,9
1.2342e+05,0,3,12,3,12,6,15,2,14,18,13,12,3,28,26,3,3,6,9,25
1.3481e+05,0,15,18,12,18,15,3,3,14,15,2,12,3,28,23,10,18,3,14,2
1.2748e+05,0,6,12,3,9,21,3,9,2,15,3,9,15,1,12,9,6,25,9,3
1.447e+05,0,3,14,15,2,13,3,15,2,14,12,3,3,15,14,2,18,13,1,12
35080,0,3,14,15,2,18,13,12,3,23,18,9,15,11,3,14,15,3,3,14
1.3692e+05,0,6,2,3,3,9,25,25,6,3,12,3,9,9,12,15,18,12,12,12
81731,0,8,18,12,9,3,12,21,12,9,3,15,3,2,15,14,18,12,9,3
1.2447e+05,0,20,24,12,9,1,9,8,3,14,15,2,13,1,12,3,3,15,27,24
1.6826e+05,0,1,9,8,15,12,12,9,3,2,21,3,14,2,1,12,3,27,26,2
56810,0,21,64,12,18,12,15,12,9,9,12,3,9,20,24,20,24,20,24,3
2.0972e+05,0,13,14,2,3,12,3,27,26,11,23,18,3,14,3,14,15,2,18,1
15142,0,2,2,12,15,18,12,15,18,18,15,12,15,18,12,15,12,18,18,12
29640,0,18,21,3,2,2,2,2,2,2,2,2,2,2,18,15,12,2,12,2
63786,0,1,9,12,2,12,8,20,24,1,9,12,9,18,29,2,12,3,12,2
1.254e+05,0,3,15,2,3,27,26,18,18,9,11,3,32,18,3,2,12,28,10,22
64010,0,12,1,9,9,12,3,3,9,24,20,12,9,3,3,3,12,3,9,3
1.9946e+05,0,3,15,2,14,13,18,12,3,27,26,18,15,11,3,3,15,14,2,18
39802,0,24,12,2,2,2,2,9,1,2,20,2,2,2,2,21,18,15,2,2
1.0914e+05,0,15,8,9,8,8,1,21,3,15,15,3,3,15,3,15,6,64,24,20
1.5376e+05,0,18,3,9,12,12,18,18,21,18,9,9,9,9,15,15,3,24,20,3
58535,0,9,3,14,15,2,18,12,2,2,2,9,2,2,2,12,18,6,64,20
39409,0,3,15,15,15,15,15,2,2,64,18,12,6,18,18,12,15,15,18,12
72304,0,15,3,18,12,3,3,15,12,3,3,14,2,18,1,12,3,26,9,23
48018,0,23,10,15,11,9,13,1,12,64,8,1,2,9,9,3,3,12,9,9
55938,0,18,150,3,150,18,18,12,12,9,3,18,2,6,64,18,18,15,18,20
1.4561e+05,0,12,12,6,3,3,2,25,25,3,9,6,3,3,3,9,25,25,12,12
1.4056e+05,0,6,2,3,3,6,9,25,25,3,3,6,3,3,9,25,25,3,12,12
86668,0,18,3,12,9,18,12,9,12,3,18,12,9,3,9,12,18,15,12,18
79528,0,1,12,3,28,26,23,18,9,11,2,21,3,2,3,14,2,15,21,2
48206,0,8,15,9,8,1,8,6,2,12,2,12,21,21,12,2,2,12,12,2
43667,0,15,3,18,12,15,2,18,15,12,3,15,15,12,18,18,12,15,18,15
44359,0,9,12,1,12,9,12,3,9,3,21,21,15,14,14,9,3,17,3,6
1.3987e+05,0,2,2,12,15,18,2,2,2,2,2,2,2,2,2,2,2,2,2,2
71786,0,12,9,12,3,9,14,13,12,3,28,1,8,12,9,9,9,9,12,3
56086,0,3,2,3,26,15,11,2,13,1,12,3,15,3,12,2,2,12,3,2
71739,0,3,2,14,15,13,2,26,10,18,9,15,11,3,2,14,12,9,3,15
1.7678e+05,0,12,9,13,1,12,3,3,14,15,2,1,12,3,3,3,14,15,2,13
1.1306e+05,0,2,12,3,9,3,3,6,12,9,12,9,2,12,21,3,14,12,3,2
1.6298e+05,0,15,18,15,12,12,15,18,18,12,15,18,15,12,18,15,12,21,15,9
2.0478e+05,1,19,19,19,3,14,14,2,2,9,15,3,6,2,3,3,9,25,25,6
71436,0,14,12,3,15,12,18,15,3,15,12,23,10,18,64,6,2,3,14,15
84336,0,15,15,1,9,9,20,24,8,12,15,18,12,15,18,15,12,18,12,15
99206,0,2,21,18,15,12,6,2,3,3,3,9,25,25,12,9,12,9,6,9
86544,0,2,18,6,64,18,2,3,12,9,12,2,15,14,13,12,3,15,2,10
75795,0,9,12,3,9,3,12,9,12,9,3,29,29,18,20,24,12,64,9,9
64886,0,3,15,9,8,8,8,1,15,12,18,15,12,18,2,2,15,2,18,12
71458,0,12,17,9,3,15,9,12,15,3,1,15,3,12,17,3,12,15,18,18
46669,0,12,3,8,8,1,15,9,8,8,8,1,15,8,9,8,8,15,9,12
1.9296e+05,0,9,3,15,2,14,13,12,3,18,13,23,18,13,23,3,15,9,9,3
86515,0,21,3,14,15,2,9,15,9,21,9,21,12,6,64,3,15,2,14,12
1.2482e+05,0,9,22,18,9,9,3,12,3,15,12,9,3,12,15,12,12,12,9,3
12505,0,2,3,2,21,2,2,3,2,2,2,2,2,2,2,12,3,12,15,2
26812,0,18,12,6,64,3,8,9,8,15,1,8,18,9,2,18,15,18,18,18
73305,1,13,9,1,12,18,12,9,3,9,12,17,3,9,14,15,2,18,13,9
1.1346e+05,0,12,15,8,1,8,1,9,8,15,8,18,18,18,18,18,18,18,18,18
85242,0,3,12,9,9,12,9,12,15,18,3,14,15,2,13,12,3,23,18,15
1.374e+05,0,15,8,15,9,12,12,3,9,6,3,3,3,9,25,25,6,2,18,6
1.5955e+05,0,23,3,2,3,15,14,2,18,1,12,3,27,26,23,15,3,2,14,9
1.1474e+05,0,3,3,12,9,12,9,9,64,6,21,14,3,15,2,14,1,12,28,23
45925,0,12,9,18,12,64,6,12,9,12,9,12,12,9,9,12,12,9,9,9
24561,0,18,12,9,9,12,18,18,18,15,3,15,12,3,15,18,64,12,15,3
96984,0,8,15,8,9,8,1,8,1,9,15,8,8,21,12,3,15,15,3,15
74401,0,12,17,3,15,2,14,12,3,18,15,3,2,14,15,12,12,17,12,17
10371,0,15,3,14,13,3,12,3,2,12,3,14,15,2,13,1,12,3,23,18
41972,0,3,14,15,2,1,12,15,3,3,15,2,14,15,14,2,13,18,1,12
27985,0,6,12,3,12,1,13,9,12,14,15,2,18,12,2,3,27,26,23,15
50237,0,15,15,18,12,15,9,15,15,15,15,15,3,15,12,9,15,15,15,20
1.4818e+05,0,18,9,3,15,3,15,18,9,3,12,18,80,14,15,2,12,3,27,23
1.1584e+05,0,2,2,9,18,12,64,9,9,6,12,3,12,12,12,15,12,18,12,9
1.8447e+05,0,3,15,14,13,12,3,28,26,23,5,10,18,15,11,3,14,2,3,14
1.1211e+05,0,12,3,6,3,2,9,3,25,25,6,2,3,3,9,3,25,25,6,3
1.7367e+05,0,3,3,12,9,12,12,12,1,9,12,6,2,3,3,9,25,25,12,3
63762,1,15,14,15,2,18,2,1,12,15,3,28,26,2,8,20,9,24,1,9
35295,0,15,24,20,20,24,64,6,24,20,8,20,9,9,1,24,12,20,24,24
39834,0,2,2,2,2,2,2,2,3,14,18,12,26,2,3,14,2,2,2,23
4407,0,45,2,3,3,21,9,3,12,9,12,9,3,24,20,21,9,12,12,3
1.3123e+05,0,1,9,12,20,24,9,8,21,2,64,12,15,18,15,18,12,12,18,15
22941,0,9,1,12,12,3,9,2,2,2,15,15,12,18,3,15,18,12,15,29
88529,0,18,8,1,9,8,15,8,2,9,15,3,14,15,2,13,1,21,12,3
32202,0,21,3,6,9,3,3,2,3,25,25,64,15,3,3,15,15,3,3,14
63309,0,2,12,3,9,6,12,2,12,9,15,15,3,15,82,2,13,2,2,2
13504,0,9,12,12,3,9,18,9,3,15,15,3,19,2,2,2,14,15,2,1
1.4433e+05,0,28,12,2,12,9,9,12,2,3,3,2,18,15,12,18,15,12,12,15
1.5592e+05,1,64,6,64,6,19,19,19,19,19,19,64,6,15,3,2,14,1,64,6
1.3997e+05,0,14,15,2,18,1,14,15,18,15,12,15,12,18,18,12,15,18,12,15
32450,0,3,3,12,9,15,21,15,21,15,3,2,14,15,64,12,38,12,3,21
1.2366e+05,0,9,2,8,15,8,9,1,8,8,15,9,8,1,8,9,12,9,12,2
72484,0,2,21,2,64,6,13,9,3,15,18,12,15,18,12,15,18,12,15,9
5440,0,9,12,9,12,3,12,9,3,18,12,9,3,9,15,2,14,18,12,3
18329,0,2,21,15,3,2,21,13,21,3,15,18,15,12,15,12,18,15,3,14
28425,0,21,14,12,15,18,15,3,14,2,1,12,12,3,3,27,26,23,10,18
1.1135e+05,0,3,14,15,2,26,10,9,11,3,2,14,18,21,3,21,3,1,12,3
71762,0,9,12,13,12,1,9,6,3,2,9,3,25,25,14,15,2,18,1,15
67445,0,6,3,3,9,25,25,15,3,15,3,15,12,18,15,3,15,18,18,12
22536,0,14,2,12,3,26,23,11,3,2,14,2,3,12,9,12,9,3,12,12
1.6264e+05,0,29,3,15,14,2,13,12,3,28,12,9,3,3,14,2,2,82,21,20
7372,0,12,3,9,9,2,3,9,12,3,17,9,3,15,14,17,12,24,20,12
84706,0,3,27,12,64,6,9,6,2,12,2,3,9,3,3,25,25,21,15,3
54695,0,15,3,12,12,9,3,12,9,21,45,9,21,9,1,12,9,9,17,3
66021,0,21,3,12,9,2,8,15,8,9,1,8,12,3,14,15,2,18,1,12
71309,0,12,15,18,9,9,15,3,12,15,3,18,15,12,18,15,12,12,15,18
1.8804e+05,0,64,12,6,12,21,12,18,15,18,15,12,9,2,12,2,14,2,15,3
1.3198e+05,0,3,28,18,20,11,3,14,2,64,6,21,9,2,8,9,8,15,1,8
1.882e+05,0,21,8,9,8,15,1,15,15,3,2,15,2,2,21,3,2,15,2,15
8215,0,64,13,3,6,18,15,12,12,64,9,9,12,12,3,3,15,8,9,15
1.5916e+05,0,8,8,15,9,8,1,12,9,13,21,12,3,21,9,21,9,2,2,6
2.0599e+05,0,3,27,23,3,3,15,14,14,2,2,13,1,1,12,12,3,3,28,26
84464,1,9,9,12,3,9,18,12,15,3,14,15,2,18,12,1,12,3,26,3
71364,0,2,12,12,2,2,12,12,2,2,12,12,2,12,2,12,2,2,12,2
14093,0,8,1,15,9,8,8,15,9,8,8,8,1,9,13,6,12,3,3,2
1.8525e+05,0,9,24,1,20,9,8,12,8,12,9,24,20,9,1,20,24,20,24,24
5336,1,12,3,18,6,3,3,9,18,6,18,6,12,18,64,9,3,6,12,3
49049,0,3,2,2,21,3,15,2,14,13,1,12,3,10,18,15,11,3,2,14
49011,0,15,3,21,21,21,9,12,3,21,9,3,12,21,9,9,12,3,3,12
1.0283e+05,1,9,8,15,8,1,8,8,9,8,15,8,1,3,9,12,6,25,25,3
3002,0,3,3,12,9,12,9,9,12,265,265,12,9,9,12,3,9,12,9,3
